Particular,Product Code,Definition,Category (clean),Sub-Category (clean)
Grinding Paper 120 No.,UM-000481,Grinding Paper,Consumables,Product Utilities
Grinding Paper 60 No.,UM-000483,Grinding Paper,Consumables,Product Utilities
Grinding Paper 80 No.,UM-000482,Grinding Paper,Consumables,Product Utilities
Grinding Paper REJMAL ROLL 120 No.,UNMPL/SKU/25-26/597,Grinding Paper,Consumables,Product Utilities
Grinding Paper Velcro 120 No.,UNM/SKU/23-24/356,Grinding Paper,Consumables,Product Utilities
Grinding Paper Velcro 80 No.,UNM/SKU/23-24/355,Grinding Paper,Consumables,Product Utilities
Grinding Paper 36 No.,UNM/SKU/24-25/1116,Grinding Paper,Consumables,Product Utilities
FINGER GUARD STH MACHINE,UNMPL/SKU/25-26/1561,Guard,Consumables,Factory Utilities
NEEDLE BAR THREAD GUIDE (RED 11401619) / 40024124,UNM/SKU/24-25/1978,Guard,Spares,Factory Utilities
THREAD GUARD - LU 1510 / 10308609,UNM/SKU/24-25/1974,Guard,Spares,Factory Utilities
Gun Nail F-35,UNM/SKU/23-24/339,Gun Nail,Hardware,Product Utilities
Gun Nail F20,UM-000691,Gun Nail,Hardware,Product Utilities
Gun Nail F25,UM-000692,Gun Nail,Hardware,Product Utilities
Gun Nail F40,UM-000693,Gun Nail,Hardware,Product Utilities
Gun Nail F50,UM-000695,Gun Nail,Hardware,Product Utilities
Gun Nail F10,UNM/SKU/23-24/388,Gun Nail,Hardware,Product Utilities
Gun Nail F-15,UNM/SKU/23-24/391,Gun Nail,Hardware,Product Utilities
HALOGEN TUBE 1000W,UNMPL/SKU/25-26/1878,HALOGEN ,Electrical,Factory Utilities
PVC HAMMER 30MM,UNM/SKU/24-25/252,Hammer,Tool,Factory Utilities
50 MM PLASTIC HAMMER,UNMPL/SKU/25-26/1562,Hammer,Tool,Factory Utilities
METAL HAMMER 250 GM,UNM/SKU/24-25/1145,Hammer,Tool,Factory Utilities
METAL HAMMER 30 MM,UNM/SKU/24-25/38,Hammer,Tool,Factory Utilities
PLASTIC HAMMER 25MM,UNMPL/SKU/25-26/1651,Hammer,Tool,Factory Utilities
PLASTIC HAMMER 30 MM,UNM/SKU/24-25/1851,Hammer,Tool,Factory Utilities
Plastic hammer 30mm Gutka,UNM/SKU/24-25/926,Hammer,Tool,Factory Utilities
PVC HAMMER 30/25MM,UNM/SKU/24-25/205,Hammer,Tool,Factory Utilities
PVC HAMMER MOUTH HARDWARE ITEM 8205,UNM/SKU/24-25/254,Hammer,Tool,Factory Utilities
Plastic hammer 40mm gutka,UNM/SKU/24-25/927,Hammer,Tool,Factory Utilities
DS255HD61-A HAND LEVER VALLE,UNMPL/SKU/25-26/1503,Hand Lever,Hardware,Product Utilities
MAKITA M19202B,UNMPL/SKU/25-26/971,Hand Planner,Asset,Factory Utilities
ROUTER PARA 12 TP (INDIGO),UNMPL/SKU/25-26/103,Hand Router,Asset,Factory Utilities
ROUTER MACHINE DCA AMR 12-1600W,UNM/SKU/24-25/322,Hand Router,Asset,Factory Utilities
IORN HANDLE 10CM*4.5CM,UNMPL/SKU/25-26/1353,Handle,Hardware,Product Utilities
HANDLE (SANJAY TEKEAM),UNMPL/SKU/26-27/2,Handle,Hardware,Product Utilities
HandleSS,MM-01216,Handle,Hardware,Product Utilities
CHORSI HANDLE BILLY,UNM/SKU/24-25/920,Handle,Spares,Factory Utilities
Metal Frame METAL SHEET 6 INCH HANDLE (16 G) 150X65MM,UNMPL/SKU/25-26/660,Handle,Hardware,Product Utilities
SEGATE HARDDISK 1TB ST1000LM035,UNMPL/SKU/25-26/1361,Hard Disk ,Asset,IT Utilities
SEALTOR SWITCH (SANJAY TEKTEAM),UNMPL/SKU/25-26/2127,Hard Disk ,Asset,IT Utilities
Hardware Bag Red 5x7,MM-01028,Hardware Bag,Packaging,Product Utilities
RALLI WOLF HEAT GUN,UNMPL/SKU/25-26/1526,Heat Gun ,Asset,Factory Utilities
HEATING BOX 15 KW,UNMPL/SKU/25-26/1486,Heater,Asset,Factory Utilities
HINGES RAJA  4'',UNMPL/SKU/25-26/1722,Hinges,Hardware,Factory Utilities
Hinges / Kabza 15 Degree Normal,UNM/SKU/24-25/1980,Hinges,Hardware,Factory Utilities
HINGES 65MM (1/2*3/4-PC BLACK),UNMPL/SKU/25-26/1234,Hinges,Hardware,Factory Utilities
HINGES 4 INCH,UNMPL/SKU/25-26/1751,Hinges,Hardware,Factory Utilities
Hinges / Kabza 315.07.076 HYDRAULIC AUTO HINGES,UNM/SKU/24-25/1178,Hinges,Hardware,Factory Utilities
KABZA 1.5 INCH,UNM/SKU/24-25/554,Hinges,Hardware,Factory Utilities
Hinges / Kabza 1''X1.5'',UNMPL/SKU/26-27/59,Hinges,Hardware,Factory Utilities
Hafele Hinges hydraulic  0 Crank,UNM/SKU/24-25/137,Hinges,Hardware,Product Utilities
Hafele Hinges hydraulic  2 Crank,UNM/SKU/24-25/138,Hinges,Hardware,Product Utilities
Hinges / Kabza 5'' STEEL,UNMPL/SKU/26-27/58,Hinges,Hardware,Product Utilities
Hinges / Kabza HINGS 3 INCH,UNMPL/SKU/26-27/67,Hinges,Hardware,Product Utilities
HOLDER GL206,UNMPL/SKU/25-26/1889,Holder,Electrical,Factory Utilities
HONEY COMB PAD 100MM (46X46 INCH),UNMPL/SKU/25-26/444,Honey Comb ,Spares,Factory Utilities
"honeycomb sheet cut size - 20mm -24""""x15""""",UNMPL/SKU/25-26/1300,Honeycomb Sheet ,Packaging,Product Utilities
"honeycomb sheet cut size - 20mm -24""""x5""""",UNMPL/SKU/25-26/1299,Honeycomb Sheet ,Packaging,Product Utilities
MATERIAL HOSE PIPE 7.5 MTR,UNMPL/SKU/25-26/1858,Hose,Consumables,Factory Utilities
PU Pipe GARDEN PIPE 100FT,UNMPL/SKU/26-27/325,Hose,Consumables,Factory Utilities
MATERIAL HOSE PIPE,,Hose Pipe,Consumables,Factory Utilities
HOOTER 1 KM RANGE,UNMPL/SKU/25-26/757,Hotter,Electrical,Factory Utilities
Bora white,UNM/SKU/24-25/1558,Housekeeping Product,Consumables,Factory Utilities
DETTOL HANDWASH 675 LM,UNMPL/SKU/25-26/1430,Housekeeping Product,Housekeeping,Factory Utilities
GLASS CLEANER 5 LTR,UNMPL/SKU/25-26/1429,Housekeeping Product,Housekeeping,Factory Utilities
HAND WASH 5 LTR,UNMPL/SKU/25-26/1428,Housekeeping Product,Housekeeping,Factory Utilities
UNMPL/SKU/25-26/2344 /Housekeeping Product / GOOD NIGHT MACHINE / /,UNMPL/SKU/25-26/2344,Housekeeping Product,Housekeeping,Factory Utilities
UNMPL/SKU/25-26/2345 /Housekeeping Product / HIT BLACK / 320ML /,UNMPL/SKU/25-26/2345,Housekeeping Product,Housekeeping,Factory Utilities
UNMPL/SKU/25-26/2346 /Housekeeping Product / RAT KILLER ROBAN / 100 ML /,UNMPL/SKU/25-26/2346,Housekeeping Product,Housekeeping,Factory Utilities
UNMPL/SKU/25-26/2347 /Housekeeping Product / DRAIN CLEANER / VARKLIN 50GM /,UNMPL/SKU/25-26/2347,Housekeeping Product,Housekeeping,Factory Utilities
UNMPL/SKU/25-26/2348 /Housekeeping Product / ALL OUT REFILL / /,UNMPL/SKU/25-26/2348,Housekeeping Product,Housekeeping,Factory Utilities
UNMPL/SKU/25-26/2349 /Housekeeping Product / BCCS-Z1 / HARD Stain REMOVER /,UNMPL/SKU/25-26/2349,Housekeeping Product,Housekeeping,Factory Utilities
SHOP- JO,,Housekeeping Product,Consumables,Factory Utilities
UNMPL/SKU/26-27/228 /Housekeeping Product / GARBAGE BAG / GARBAGE BAG 36X48 BLACK /,UNMPL/SKU/26-27/228,Housekeeping Product,Housekeeping,Factory Utilities
AIR CYLINDER SPAC EMAL 40X25,UNMPL/SKU/25-26/1500,Hydraulic Cylinder,Spares,Factory Utilities
Hydraulic cylinder class 4 - 100mm,UNMPL/SKU/25-26/2219,Hydraulic Cylinder,Component,Product Utilities
Hydraulic cylinder class 4 - 120mm,UNMPL/SKU/25-26/2296,Hydraulic Cylinder,Component,Product Utilities
Hydraulic cylinder class 4 - 85mm,UNMPL/SKU/25-26/2218,Hydraulic Cylinder,Component,Product Utilities
260mm gas lift (cylinder),UNMPL/SKU/25-26/1212,Hydraulic Cylinder,Component,Product Utilities
HEIGHT ANDJUSTER 120MM,UNMPL/SKU/25-26/1374,Hydraulic Cylinder,Component,Product Utilities
RYB PANEL INDICATOR,UNMPL/SKU/25-26/2251,Indicator,Electrical,Factory Utilities
INGERSOLL-RAND MAKE DIAPHRAGM TYPE SPRAY -ALL ACCES. ETC,UNMPL/SKU/25-26/1671,Diaphram Pump,Asset,Factory Utilities
ROLLI WOLF RJS-60,UNMPL/SKU/25-26/1225,Jig Saw,Asset,Factory Utilities
JIGSAW MACHINE GST - 680 BOSCH,UNM/SKU/24-25/1492,Jigsaw Machine ,Asset,Factory Utilities
DELL KEYBOARD KB216-BK-ENG-INT,UNM/SKU/24-25/1909,Keyboard,Asset,IT Utilities
LOGITECH KEYBOARD K120,UNMPL/SKU/25-26/1873,Keyboard,Asset,IT Utilities
WIRELESS KEYBOARD MOUSE KM3322,UNM/SKU/24-25/1875,Keyboard,Asset,IT Utilities
IRON KNOBS (IK-101) 1.25'' BLACK,UNMPL/SKU/25-26/1655,Knob,Hardware,Product Utilities
IRON KOND ON HANDLE 15MM,UNMPL/SKU/25-26/1354,Knob,Hardware,Product Utilities
SS T KNOB 3'',UNMPL/SKU/25-26/1654,Knob ,Hardware,Product Utilities
OLD DRAF KUNTA 8 INCH X 14MM,UNM/SKU/24-25/1847,KUNTA,Hardware,Product Utilities
Crate & barrel Logo,,Labels,Packaging,Product Utilities
ATHENA CALDERONE DECK LABELS,UNM/SKU/24-25/545,Labels,Packaging,Product Utilities
6X4 LABEL,UNMPL/SKU/25-26/2036,Labels,Packaging,Product Utilities
Bar Code Lable 4*6 (Roll ),UNM/SKU/23-24/344,Labels,Packaging,Product Utilities
Item Tag / Item Label AT HOME LABELS 9080 AHBL QC,UNMPL/SKU/25-26/2144,Labels,Packaging,Product Utilities
Item Tag / Item Label AT HOME STICKERS 9003 P S -3 STYLE,UNMPL/SKU/25-26/2311,Labels,Packaging,Product Utilities
Item Tag / Item Label AT HOME STICKERS 9004 ANHP S-3 STYLE,UNMPL/SKU/25-26/2312,Labels,Packaging,Product Utilities
Item Tag / Item Label AT HOME TAGS 9001 AHL HT -3 STYLES,UNMPL/SKU/25-26/2310,Labels,Packaging,Product Utilities
CRAFT TAG CANADA OVEL,UNMPL/SKU/25-26/1441,Labels,Packaging,Product Utilities
IRON ITEM TAG 85X55MM,UNMPL/SKU/25-26/1387,Labels,Consumables,Product Utilities
Leather tag,UNMPL/SKU/25-26/1453,Labels,Consumables,Product Utilities
BROWN STICKER A4 PAPER,UNMPL/SKU/26-27/221,Labels,Consumables,Product Utilities
10x12 label sheet,UNMPL/SKU/25-26/1955,Lable Sheet ,Packaging,Product Utilities
A4 LABLE PRINT,UNMPL/SKU/25-26/1668,Lable Sheet ,Packaging,Product Utilities
A4 SIZE STICKER PAPPER PKT,UNM/SKU/24-25/92,Lable Sheet ,Packaging,Product Utilities
MRF METAL LEQUER,UNM/SKU/24-25/1253,Lacquer,Consumables,Product Utilities
742T (742B) MATT ACRYLIC LACQUER,UNMPL/SKU/25-26/1350,Lacquer,Consumables,Product Utilities
Lacquer MARUDHAR NC LACQUER MAT-2 RTU,UNMPL/SKU/25-26/2099,Lacquer,Consumables,Product Utilities
Nc Gloss 10% Article no- 77210.10,UNM/SKU/24-25/214,Lacquer,Consumables,Product Utilities
Nc Gloss 30% Article no- 77100.30,UNM/SKU/24-25/215,Lacquer,Consumables,Product Utilities
Nc mat Article no- 77710.05,UNM/SKU/24-25/213,Lacquer,Consumables,Product Utilities
MRF GLOSS  LACQUER METAL CAOT,UNMPL/SKU/25-26/1092,Lacquer,Consumables,Product Utilities
MT9049N NC Matt Lacquer,UNMPL/SKU/25-26/511,Lacquer,Consumables,Product Utilities
LACQURE AT 6028 G50 + HH3029 PU CLEAR HALF,UNMPL/SKU/25-26/1578,Lacquer,Consumables,Product Utilities
Lequar glossy,UNM/SKU/23-24/776,Lacquer,Consumables,Product Utilities
Lacquer Acrylic Matt Topcoat SM4006-0010.BO,UNMPL/SKU/25-26/2209,Lacquer,Consumables,Product Utilities
ZERO MATT LAC,UNMPL/SKU/25-26/1368,Lacquer,Consumables,Product Utilities
GCI LACQUOR MATT,UNM/SKU/24-25/17,Lacquer,Consumables,Product Utilities
EM0072.0010.50 (LEQUER),UNMPL/SKU/25-26/2358,Lacquer,Consumables,Product Utilities
ARTICLE NO- 72991.30,UNM/SKU/24-25/468,lacquer,Consumables,Product Utilities
IRON LACQUOR,UNM/SKU/23-24/1046,lacquer,Consumables,Product Utilities
NICKEL ANTIQUE LACQURE( FOR LAILA BED C&M ),UNMPL/SKU/25-26/1195,Lacquer,Consumables,Product Utilities
NICKEL ANTIQUE LEQURE,UNMPL/SKU/25-26/1228,Lacquer,Consumables,Product Utilities
Iron ladder railing,UNMPL/SKU/25-26/1813,Ladder,Asset,Factory Utilities
WIFI LAN ADAPTOR USB DULE 600 M + BT5.0,UNMPL/SKU/25-26/552,Lan Adapter,Asset,IT Utilities
RING TYPE LANG,UNMPL/SKU/25-26/1946,Lang ,Electrical,Factory Utilities
LAW LABEL,UNMPL/SKU/25-26/1670,LAW LABEL,Consumables,Product Utilities
Leather FINISHED LEATHER (AL REHAMAN OVERSEAS FOR SANPAN ORDER),,Leather,Leather,Product Utilities
Leather FINISHED BUFF CALF LEATHER 1.6-1.8MM HIDAYAT INTERNATIONAL,UNMPL/SKU/25-26/1321,Leather,Raw Material,Product Utilities
Leather FINISHED LEATHER @5%,UNMPL/SKU/25-26/1496,Leather,Raw Material,Product Utilities
Leather finished leather @5% (MOE'S CORSS B BED),UNMPL/SKU/25-26/1818,Leather,Raw Material,Product Utilities
Leather Finished Leather Buff calf (full hide),UNMPL/SKU/25-26/1320,Leather,Raw Material,Product Utilities
Leather FINISHED LEATHER@5% TAN WHITE (HIDAYAT),UNMPL/SKU/25-26/1924,Leather,Raw Material,Product Utilities
Leather HIDAYAT TAN HAIRON PLANE,UNMPL/SKU/25-26/2188,Leather,Raw Material,Product Utilities
Leather Imo Black Doted Hair-on,UM-000485,Leather,Raw Material,Product Utilities
Leather LEAHTER BLACK DYE,UNMPL/SKU/25-26/1871,Leather,Raw Material,Product Utilities
Leather LEATHER JEARCY BIG WHITE,UNMPL/SKU/25-26/1869,Leather,Raw Material,Product Utilities
Leather LEATHER JEARCY SMALL TAN NATURAL,UNMPL/SKU/25-26/1870,Leather,Raw Material,Product Utilities
Leather Leather WAXY GREEN TWO TONE CRUNCH (HIDAYAT),UNMPL/SKU/25-26/1588,Leather,Raw Material,Product Utilities
Leather SWAT LEATHER NUBUCK HIDAYAT KANPUR,UNMPL/SKU/25-26/1378,Leather,Raw Material,Product Utilities
Leather SWAT LEATHER OFF WHITE,UNMPL/SKU/25-26/1322,Leather,Raw Material,Product Utilities
Leather WAXY OIL PULL BROWN LEATHER (HIDAYAT),UNMPL/SKU/25-26/1576,Leather,Raw Material,Product Utilities
Leather WAXY OIL PULL OX BLOOD (HIDAYAT),UNMPL/SKU/25-26/1575,Leather,Raw Material,Product Utilities
Leather WAXY TWO TONE CRUNCH CAMEL( HIDAYAT),UNMPL/SKU/25-26/1577,Leather,Raw Material,Product Utilities
Leather WAXY TWO TONE CRUNCH GRAY (HIDAYAT),UNMPL/SKU/25-26/1574,Leather,Raw Material,Product Utilities
Leather FINISHED LEATHER1.6-1.8MM HIDHYAT KANPUR,,Leather,Leather,Product Utilities
Leather HIDES (HIDAYAT INTERNATIONAL),UNMPL/SKU/25-26/1174,Leather,Leather,Product Utilities
Leather LEAHTHER JEARCY SMALL,,Leather,Leather,Product Utilities
Leather LEATHER JEARCY BIG,,Leather,Leather,Product Utilities
Leather GLOBAL LEATHER (216) GLOBAL LEATHER -0-216,UNMPL/SKU/25-26/2165,Leather,Raw Material,Product Utilities
Leather UNM Clapper,UNM/SKU/24-25/1266,Leather,Raw Material,Product Utilities
Leather Genuine Waxy -LE1037CG ( Coganc ),UNM/SKU/23-24/285,Leather,Raw Material,Product Utilities
Leather Genuine Waxy -LE1037RD ( Red ),UNM/SKU/23-24/286,Leather,Raw Material,Product Utilities
Leather Green Waxy -LE1037OL,UNM/SKU/23-24/166,Leather,Raw Material,Product Utilities
Leather 1037 DARK BROWN,UNMPL/SKU/25-26/588,Leather,Raw Material,Product Utilities
Leather Genuine Waxy -LE1037BR,UNM/SKU/23-24/278,Leather,Leather,Product Utilities
Leather Genuine Waxy -LE1037TN,UNM/SKU/23-24/318,Leather,Leather,Product Utilities
Leather OFF WHITE PDM LEATHER,UNM/SKU/24-25/1902,Leather,Leather,Product Utilities
Leather BUFF SPCTTSDALE OATMEAL FINISH LEATHER,UNMPL/SKU/25-26/882,Leather,Raw Material,Product Utilities
Leather EL-PASO - COFFEE,UNMPL/SKU/25-26/152,Leather,Raw Material,Product Utilities
Leather GIA 0.9-1.1 MM COLOUR UM-ASH-GREY FINISH LEATHER,UNMPL/SKU/25-26/1731,Leather,Raw Material,Product Utilities
Leather K-CILE - LUR005,UNMPL/SKU/25-26/353,Leather,Raw Material,Product Utilities
Leather K-CILE UPHOLSTERY 0.9-1.1 MM COLOUR G-200 LEATHER,UNMPL/SKU/25-26/2399,Leather,Raw Material,Product Utilities
Leather LAGUNA PC BLACK,UNMPL/SKU/25-26/1099,Leather,Raw Material,Product Utilities
Leather Maxwell K-Dallas Chocolate 2 Tone,UNM/SKU/24-25/209,Leather,Raw Material,Product Utilities
Leather NUBUCK SHOE UPPER B-GRAY,UNMPL/SKU/25-26/1131,Leather,Raw Material,Product Utilities
Leather SCOTTSDALE,,Leather,Raw Material,Product Utilities
Leather SCOTTSDALE UPHOLSTERY - SADDLE,UNMPL/SKU/25-26/149,Leather,Raw Material,Product Utilities
Leather DURIAN -FW 0.9-1.1 MM COLOUR FW-DARK TAN FINISHED,UNMPL/SKU/25-26/1098,Leather,Leather,Product Utilities
Leather GIA 0.9-1.1 MM COLOUR UM- CHOCOLATE-BROWN FINISH LEATHER,UNMPL/SKU/25-26/1732,Leather,Leather,Product Utilities
Leather NUBUCK SHOE UPPER,,Leather,Leather,Product Utilities
Leather GALAXY 0.9-1.1 MM COLOR UMMDM- ORANGE,UNMPL/SKU/25-26/1593,Leather,Raw Material,Product Utilities
Leather GALAXY 0.9-1.1MM UNMMDM-MUD,UNMPL/SKU/25-26/1592,Leather,Leather,Product Utilities
Leather UM-TAN,UM-000141,Leather,Raw Material,Product Utilities
Leather reyna,UM-000836,Leather,Raw Material,Product Utilities
Leather GRAIN LEATHER FINISH BUFF NATURAL MILLED GRAY,UNM/SKU/23-24/1040,Leather,Raw Material,Product Utilities
Leather Uphostry-Re-Lpa-L-89-01HO1320 ( Banana Republic,UNM/SKU/23-24/430,Leather,Raw Material,Product Utilities
Leather Buff Crunch Black 001,UNM/SKU/23-24/507,Leather,Raw Material,Product Utilities
Leather SH-UM-TAN,UNM/SKU/23-24/725,Leather,Raw Material,Product Utilities
Leather UNM-SIGMA-Black,UNM/SKU/23-24/927,Leather,Raw Material,Product Utilities
Leather URBAN LIVING TAN LEATHER FOR ARNAS CHAIR,UNM/SKU/24-25/1502,Leather,Raw Material,Product Utilities
Leather Black hairon brazil,UNM/SKU/24-25/280,Leather,Raw Material,Product Utilities
Leather RE-LPA-L-74,UNM/SKU/24-25/285,Leather,Raw Material,Product Utilities
Leather Auckland Color Taupe,UNM/SKU/24-25/386,Leather,Raw Material,Product Utilities
